UDI,Date,System,Control,Product ID,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
1540,16/06/2016 02:03,18,A,M16399,M,298.5,309.2,1449,,,No failure
1541,21/06/2016 11:18,18,B,M16400,M,,,1525,39.3,,No failure
1542,25/09/2016 21:41,18,A,L48721,L,298.4,309,2304,,,No failure
1543,26/09/2016 15:39,18,A,L48722,L,298.3,308.9,1379,,,No failure
1544,20/09/2016 20:36,18,A,L48723,L,298.4,308.9,1628,,,No failure
1545,23/09/2016 15:57,18,C,L48724,L,,,,52.7,95,No failure
1546,22/09/2016 16:24,18,B,M16405,M,,,1544,38.8,,No failure
1547,05/01/2017 00:02,18,A,L48726,L,298.4,308.9,1391,,,No failure
1548,05/01/2017 01:10,18,B,L48727,L,,,1348,55.5,,No failure
1549,02/01/2017 09:27,18,B,M16408,M,,,1349,52.1,,No failure
1550,06/01/2017 20:32,18,C,L48729,L,,,,29.5,107,No failure
1551,08/03/2017 07:28,18,A,L48730,L,298.4,308.9,1638,,,No failure
1552,20/05/2017 21:24,18,A,L48731,L,298.4,308.8,1458,,,No failure
1553,17/05/2017 01:16,18,B,L48732,L,,,1781,27.8,,No failure
1554,21/05/2017 16:03,18,C,L48733,L,,,,59.1,115,No failure
1555,18/05/2017 05:41,18,C,M16414,M,,,,31.7,117,No failure
1556,19/05/2017 07:17,18,B,L48735,L,,,1491,42,,No failure
1557,30/08/2017 08:55,18,A,H30970,H,298.4,308.5,1398,,,No failure
1558,28/08/2017 04:17,18,C,L48737,L,,,,30.6,127,No failure
1559,28/08/2017 13:00,18,A,M16418,M,298.2,308.3,1476,,,No failure
1560,29/08/2017 02:18,18,B,L48739,L,,,1458,41.8,,No failure
1561,28/08/2017 23:52,18,B,M16420,M,,,1510,39.9,,No failure
1562,16/11/2017 17:08,18,B,L48741,L,,,1388,53.8,,No failure
1563,17/11/2017 10:51,18,B,L48742,L,,,2216,16.8,,No failure
1564,30/01/2018 13:43,18,A,L48743,L,298.2,308.3,1402,,,No failure
1565,31/01/2018 19:25,18,C,M16424,M,,,,19,143,No failure
1566,28/04/2018 05:16,18,C,L48745,L,,,,42.1,146,No failure
1567,26/04/2018 11:19,18,C,M16426,M,,,,44.8,148,No failure
1568,26/04/2018 12:37,18,A,L48747,L,298.1,308.2,1521,,,No failure
1569,28/04/2018 19:17,18,A,L48748,L,298.2,308.2,1407,,,No failure
1570,26/04/2018 12:22,18,B,M16429,M,,,1654,35.3,,No failure
1571,30/07/2018 11:13,18,C,L48750,L,,,,43.5,158,No failure
1572,22/11/2018 22:48,18,C,L48751,L,,,,37.3,160,No failure
1573,22/11/2018 00:43,18,B,L48752,L,,,1230,59.6,,No failure
1574,14/03/2019 17:30,18,C,L48753,L,,,,42.4,164,No failure
1575,25/05/2019 00:44,18,A,L48754,L,298.2,308.2,1478,,,No failure
1576,25/05/2019 15:09,18,B,L48755,L,,,2057,18,,No failure
1577,07/09/2019 12:37,18,A,L48756,L,298.3,308.4,1490,,,No failure
1578,11/11/2019 03:31,18,B,L48757,L,,,1484,43.4,,No failure
1579,07/11/2019 08:22,18,A,L48758,L,298.3,308.4,1593,,,No failure
1580,10/11/2019 23:01,18,C,L48759,L,,,,43.8,176,No failure
1581,10/11/2019 00:09,18,B,M16440,M,,,1444,47.5,,No failure
1582,11/11/2019 23:50,18,A,M16441,M,298.2,308.3,1560,,,No failure
1583,09/02/2020 13:36,18,B,H30996,H,,,1530,42,,No failure
1584,07/02/2020 03:39,18,C,L48763,L,,,,61,189,Overstrain Failure
1585,07/02/2020 02:47,18,C,M16444,M,,,,33.3,191,No failure
1586,25/04/2020 00:35,18,B,L48765,L,,,1400,48.7,,No failure
1587,13/08/2020 20:58,18,B,M16446,M,,,1486,44.2,,No failure
1588,18/08/2020 21:13,18,A,M16447,M,298.2,308.3,1448,,,No failure
1589,17/08/2020 23:40,18,C,L48768,L,,,,32,202,No failure
1590,14/08/2020 14:58,18,A,M16449,M,298.1,308.3,1453,,,No failure
1591,16/08/2020 07:42,18,B,L48770,L,,,1497,37.7,,No failure
1592,30/10/2020 13:01,18,C,L48771,L,,,,49.4,209,No failure
1593,19/01/2021 18:13,18,B,L48772,L,,,1592,38.2,,No failure
1594,18/01/2021 02:46,18,C,L48773,L,,,,34.7,213,No failure
1595,18/05/2021 23:09,18,C,M16454,M,,,,51.2,215,No failure
1596,17/05/2021 17:12,18,C,L48775,L,,,,52.9,218,Overstrain Failure
1597,13/04/2014 09:11,19,A,L48776,L,298,308.1,1877,,,No failure
1598,11/04/2014 06:11,19,B,L48777,L,,,1531,40.8,,No failure
1599,13/04/2014 15:51,19,C,L48778,L,,,,36.7,4,No failure
1600,25/06/2014 20:35,19,B,L48779,L,,,1490,46.2,,No failure
1601,27/06/2014 13:18,19,A,M16460,M,297.8,307.8,1543,,,No failure
1602,26/06/2014 03:34,19,A,L48781,L,297.8,307.8,1597,,,No failure
1603,14/10/2014 04:16,19,C,H31016,H,,,,33.5,13,No failure
1604,15/10/2014 19:51,19,A,M16463,M,297.8,307.8,1622,,,No failure
1605,11/01/2015 03:40,19,B,L48784,L,,,1452,39.8,,No failure
1606,23/03/2015 14:30,19,A,L48785,L,297.8,307.8,1396,,,No failure
1607,05/07/2015 00:50,19,A,L48786,L,297.8,307.7,1505,,,No failure
1608,07/07/2015 14:41,19,C,L48787,L,,,,48.3,27,No failure
1609,04/07/2015 07:52,19,A,L48788,L,297.8,307.7,1393,,,No failure
1610,06/07/2015 08:26,19,B,L48789,L,,,1581,34.9,,No failure
1611,04/07/2015 19:55,19,B,L48790,L,,,1573,37.9,,No failure
1612,25/09/2015 23:59,19,B,M16471,M,,,1726,27.3,,No failure
1613,28/09/2015 17:50,19,A,M16472,M,297.9,307.9,1540,,,No failure
1614,30/09/2015 06:29,19,A,L48793,L,297.9,308,1296,,,No failure
1615,08/01/2016 16:03,19,A,M16474,M,297.8,307.9,1802,,,No failure
1616,13/04/2016 21:00,19,C,L48795,L,,,,48.6,46,No failure
1617,11/04/2016 12:20,19,B,H31030,H,,,1662,30.7,,No failure
1618,12/04/2016 18:17,19,B,L48797,L,,,1563,34.3,,No failure
1619,23/07/2016 03:26,19,B,L48798,L,,,1286,59.5,,No failure
1620,02/10/2016 15:20,19,A,L48799,L,297.9,307.7,1590,,,No failure
1621,29/01/2017 07:09,19,C,L48800,L,,,,43.7,59,No failure
1622,31/01/2017 05:00,19,A,L48801,L,297.7,307.6,1844,,,No failure
1623,29/04/2017 20:27,19,B,H31036,H,,,1538,38.3,,No failure
1624,29/04/2017 02:42,19,B,L48803,L,,,1921,22.9,,No failure
1625,07/08/2017 20:12,19,C,M16484,M,,,,57.9,70,No failure
1626,06/08/2017 04:45,19,A,L48805,L,297.9,307.8,1365,,,No failure
1627,31/10/2017 09:27,19,A,M16486,M,297.9,307.8,1303,,,No failure
1628,31/10/2017 07:52,19,B,L48807,L,,,1499,37.5,,No failure
1629,11/02/2018 06:16,19,B,L48808,L,,,1451,38.2,,No failure
1630,10/02/2018 02:33,19,B,M16489,M,,,1336,54.4,,No failure
1631,13/02/2018 17:29,19,C,L48810,L,,,,44.5,85,No failure
1632,10/02/2018 15:26,19,C,L48811,L,,,,39.2,87,No failure
1633,13/02/2018 12:55,19,C,L48812,L,,,,43.6,89,No failure
1634,06/05/2018 11:31,19,B,L48813,L,,,1476,45.2,,No failure
1635,05/05/2018 07:24,19,C,H31048,H,,,,58.5,93,No failure
1636,01/05/2018 22:22,19,A,L48815,L,297.8,307.8,1383,,,No failure
1637,04/05/2018 08:32,19,B,L48816,L,,,1505,37.3,,No failure
1638,05/07/2018 21:24,19,C,L48817,L,,,,33.9,102,No failure
1639,19/09/2018 22:44,19,C,L48818,L,,,,45,104,No failure
1640,20/09/2018 10:41,19,C,M16499,M,,,,43.5,106,No failure
1641,21/12/2018 21:42,19,A,L48820,L,298,307.8,1567,,,No failure
1642,16/12/2018 22:32,19,B,M16501,M,,,1555,37,,No failure
1643,17/03/2019 07:19,19,A,H31056,H,298,307.8,1588,,,No failure
1644,17/03/2019 06:38,19,C,L48823,L,,,,37.7,119,No failure
1645,21/03/2019 02:25,19,B,L48824,L,,,1622,33.3,,No failure
1646,27/06/2019 09:49,19,A,L48825,L,297.9,307.8,1538,,,No failure
1647,27/06/2019 03:03,19,B,M16506,M,,,1527,42.8,,No failure
1648,24/06/2019 15:02,19,C,L48827,L,,,,28.9,128,No failure
1649,22/06/2019 08:08,19,C,L48828,L,,,,50.2,130,No failure
1650,22/06/2019 17:13,19,C,H31063,H,,,,37.8,132,No failure
1651,07/10/2019 03:12,19,B,M16510,M,,,1417,51,,No failure
1652,04/10/2019 06:31,19,C,L48831,L,,,,51.7,140,No failure
1653,09/01/2020 07:03,19,A,H31066,H,297.9,307.8,1635,,,No failure
1654,13/04/2020 17:35,19,C,L48833,L,,,,57.3,147,No failure
1655,13/04/2020 02:00,19,A,L48834,L,298.2,308.1,1379,,,No failure
1656,14/04/2020 07:56,19,C,M16515,M,,,,35.9,151,No failure
1657,26/06/2020 00:24,19,B,L48836,L,,,1532,42.5,,No failure
1658,23/06/2020 11:49,19,A,M16517,M,298.1,308,1374,,,No failure
1659,23/06/2020 05:41,19,B,H31072,H,,,1570,35.3,,No failure
1660,20/06/2020 23:09,19,A,L48839,L,298.1,308,1697,,,No failure
1661,25/09/2020 04:18,19,A,L48840,L,298.2,308,1499,,,No failure
1662,24/09/2020 23:16,19,A,M16521,M,298.2,308,1411,,,No failure
1663,14/12/2020 22:43,19,C,H31076,H,,,,45.5,171,No failure
1664,10/12/2020 04:14,19,C,M16523,M,,,,28.6,176,No failure
1665,12/12/2020 11:22,19,B,L48844,L,,,1535,38,,No failure
1666,11/12/2020 08:40,19,C,H31079,H,,,,39.7,181,No failure
1667,27/03/2021 14:45,19,A,L48846,L,298.2,307.9,1551,,,No failure
1668,29/03/2021 09:41,19,C,L48847,L,,,,27.2,188,No failure
1669,25/03/2021 05:29,19,A,L48848,L,298.2,307.9,1551,,,No failure
1670,06/06/2021 08:08,19,B,L48849,L,,,1544,31.4,,No failure
1671,08/06/2021 19:23,19,A,L48850,L,298.2,307.8,1528,,,No failure
1672,25/09/2021 03:50,19,C,L48851,L,,,,35.8,196,No failure
1673,02/12/2021 09:56,19,A,L48852,L,298.1,307.8,1432,,,No failure
1674,01/12/2021 15:04,19,C,M16533,M,,,,43.7,200,No failure
1675,02/12/2021 04:59,19,A,L48854,L,298.1,307.8,1540,,,No failure
1676,30/11/2021 07:51,19,B,L48855,L,,,1407,43.9,,No failure
1677,28/11/2021 19:20,19,A,H31090,H,297.9,307.6,1418,,,No failure
1678,24/02/2022 03:24,19,B,M16537,M,,,1647,30.8,,No failure
1679,25/02/2022 16:22,19,C,L48858,L,,,,32.8,215,No failure
1680,14/05/2022 02:52,19,B,L48859,L,,,1792,27.9,,No failure
1681,14/05/2022 10:40,19,B,M16540,M,,,1610,34.6,,No failure
1682,18/05/2022 00:18,19,B,M16541,M,,,1804,26,,No failure
1683,22/07/2022 19:08,19,C,H31096,H,,,,36.1,225,Tool Wear Failure
1684,06/04/2014 18:42,20,A,M16543,M,297.9,307.4,1403,,,No failure
1685,09/04/2014 01:54,20,C,L48864,L,,,,44.5,3,No failure
1686,07/04/2014 13:08,20,C,L48865,L,,,,26.3,5,No failure
1687,12/07/2014 17:00,20,C,H31100,H,,,,28.7,7,No failure
1688,10/07/2014 12:56,20,A,L48867,L,297.9,307.3,1502,,,No failure
1689,09/07/2014 18:40,20,C,L48868,L,,,,35.5,14,No failure
1690,10/07/2014 06:39,20,A,L48869,L,297.9,307.5,1561,,,No failure
1691,09/07/2014 11:19,20,A,M16550,M,297.9,307.4,1435,,,No failure
1692,29/10/2014 18:15,20,C,L48871,L,,,,38.3,21,No failure
1693,26/10/2014 06:14,20,A,M16552,M,298.1,307.6,1764,,,No failure
1694,27/10/2014 01:10,20,B,H31107,H,,,1683,27.8,,No failure
1695,28/01/2015 22:25,20,B,L48874,L,,,1618,35.2,,No failure
1696,02/04/2015 05:07,20,C,L48875,L,,,,41.6,33,No failure
1697,04/04/2015 03:33,20,B,L48876,L,,,1550,39,,No failure
1698,02/04/2015 00:50,20,C,M16557,M,,,,44,37,No failure
1699,21/06/2015 08:26,20,C,L48878,L,,,,38,40,No failure
1700,19/06/2015 20:35,20,C,L48879,L,,,,48.3,42,No failure
1701,22/06/2015 08:20,20,A,M16560,M,298,307.6,1844,,,No failure
1702,21/06/2015 03:21,20,C,L48881,L,,,,42.5,47,No failure
1703,19/06/2015 15:24,20,B,L48882,L,,,1430,47.3,,No failure
1704,15/10/2015 14:16,20,A,M16563,M,298.1,307.8,1636,,,No failure
1705,20/10/2015 18:02,20,C,M16564,M,,,,44.7,54,No failure
1706,18/10/2015 22:22,20,C,M16565,M,,,,32.6,57,No failure
1707,17/10/2015 04:01,20,A,L48886,L,298.2,307.8,1521,,,No failure
1708,17/10/2015 19:50,20,B,L48887,L,,,1439,41.6,,No failure
1709,27/01/2016 07:41,20,C,L48888,L,,,,31.5,64,No failure
1710,01/02/2016 02:24,20,B,L48889,L,,,1749,26.1,,No failure
1711,01/02/2016 12:20,20,B,L48890,L,,,1530,35.9,,No failure
1712,21/04/2016 16:38,20,B,L48891,L,,,1355,51.3,,No failure
1713,11/07/2016 06:26,20,A,L48892,L,298.3,307.9,1551,,,No failure
1714,22/10/2016 02:51,20,C,L48893,L,,,,46.7,74,No failure
1715,19/01/2017 01:07,20,A,L48894,L,298.2,307.8,1388,,,No failure
1716,21/03/2017 12:56,20,B,L48895,L,,,1585,34.6,,No failure
1717,23/03/2017 10:44,20,B,L48896,L,,,1523,37.7,,No failure
1718,20/03/2017 23:01,20,A,L48897,L,298.2,307.6,1369,,,No failure
1719,24/03/2017 06:56,20,B,M16578,M,,,1681,31,,No failure
1720,20/07/2017 10:59,20,B,L48899,L,,,1503,38.3,,No failure
1721,20/07/2017 16:23,20,B,L48900,L,,,1459,44.5,,No failure
1722,18/07/2017 17:16,20,A,L48901,L,298.2,307.7,1688,,,No failure
1723,16/07/2017 02:44,20,B,M16582,M,,,1952,21.6,,No failure
1724,16/07/2017 16:41,20,C,L48903,L,,,,19.9,96,No failure
1725,10/11/2017 05:00,20,A,M16584,M,298.3,307.8,1457,,,No failure
1726,09/11/2017 18:41,20,B,M16585,M,,,1392,50.4,,No failure
1727,09/11/2017 02:58,20,C,L48906,L,,,,22.1,104,No failure
1728,09/03/2018 06:00,20,B,M16587,M,,,1602,33.4,,No failure
1729,05/03/2018 07:19,20,A,L48908,L,298.3,307.7,1465,,,No failure
1730,07/03/2018 18:23,20,C,M16589,M,,,,43.8,111,No failure
1731,09/03/2018 02:11,20,A,M16590,M,298.3,307.8,1330,,,No failure
1732,08/03/2018 23:24,20,B,M16591,M,,,1485,42,,No failure
1733,29/06/2018 09:18,20,A,H31146,H,298.4,307.9,1700,,,No failure
1734,30/06/2018 11:06,20,B,L48913,L,,,1515,42.8,,No failure
1735,28/06/2018 03:17,20,A,M16594,M,298.5,308.1,1501,,,No failure
1736,10/10/2018 02:41,20,C,L48915,L,,,,47.6,130,No failure
1737,14/10/2018 01:58,20,B,L48916,L,,,1544,35.9,,No failure
1738,10/10/2018 17:14,20,A,L48917,L,298.4,307.9,1743,,,No failure
1739,12/10/2018 21:41,20,A,H31152,H,298.4,307.9,1948,,,No failure
1740,27/12/2018 11:00,20,B,H31153,H,,,1260,54.2,,No failure
1741,28/12/2018 17:06,20,C,M16600,M,,,,33.1,146,No failure
1742,30/12/2018 22:58,20,A,M16601,M,298.5,308,1363,,,No failure
1743,01/01/2019 13:18,20,B,L48922,L,,,1379,49.6,,No failure
1744,29/12/2018 07:53,20,A,M16603,M,298.5,308,1713,,,No failure
1745,07/04/2019 03:30,20,A,M16604,M,298.5,308,1461,,,No failure
1746,02/04/2019 09:48,20,B,L48925,L,,,1624,29.8,,No failure
1747,02/04/2019 16:36,20,A,L48926,L,298.4,308,1526,,,No failure
1748,23/06/2019 05:08,20,A,L48927,L,298.4,307.9,2381,,,No failure
1749,27/06/2019 23:58,20,B,H31162,H,,,1626,31.1,,Random Failures
1750,24/06/2019 01:19,20,C,L48929,L,,,,33.8,171,No failure
1751,23/06/2019 16:18,20,B,M16610,M,,,1617,31.6,,No failure
1752,24/09/2019 03:24,20,B,L48931,L,,,1942,20.6,,No failure
1753,24/09/2019 20:00,20,C,L48932,L,,,,37.2,178,No failure
1754,29/09/2019 09:30,20,B,L48933,L,,,1470,51.3,,No failure
1755,21/01/2020 09:56,20,B,M16614,M,,,1463,46.5,,No failure
1756,22/01/2020 17:06,20,B,L48935,L,,,1424,46.5,,No failure
1757,23/01/2020 12:46,20,C,M16616,M,,,,60.1,187,No failure
1758,30/04/2020 07:09,20,A,M16617,M,298.1,307.4,1335,,,No failure
1759,27/04/2020 01:08,20,C,L48938,L,,,,33.9,193,No failure
1760,28/04/2020 00:50,20,C,H31173,H,,,,35.2,195,No failure
1761,27/06/2020 07:41,20,A,L48940,L,298.1,307.5,1684,,,No failure
1762,26/06/2020 17:36,20,A,L48941,L,298.1,307.6,1950,,,No failure
1763,12/09/2020 16:31,20,C,H31176,H,,,,48.6,204,No failure
1764,10/09/2020 21:39,20,C,L48943,L,,,,31,209,Tool Wear Failure
1765,26/03/2014 08:25,21,A,H31178,H,298.2,307.6,1318,,,No failure
1766,26/03/2014 16:53,21,A,L48945,L,298.2,307.6,1368,,,No failure
1767,27/03/2014 03:12,21,A,M16626,M,298.3,307.7,1717,,,No failure
1768,26/03/2014 20:00,21,A,M16627,M,298.3,307.7,1520,,,No failure
1769,23/03/2014 22:26,21,B,M16628,M,,,1485,42,,No failure
1770,08/07/2014 14:45,21,A,L48949,L,298.4,307.9,1981,,,No failure
1771,09/07/2014 00:32,21,C,H31184,H,,,,31,18,No failure
1772,11/07/2014 08:03,21,A,L48951,L,298.4,307.9,1446,,,No failure
1773,10/07/2014 02:59,21,C,L48952,L,,,,47.9,25,No failure
1774,09/07/2014 22:25,21,B,L48953,L,,,1384,59.5,,No failure
1775,12/09/2014 14:59,21,A,M16634,M,298.5,308,1519,,,No failure
1776,12/09/2014 16:49,21,A,L48955,L,298.5,308,1404,,,No failure
1777,12/09/2014 07:33,21,C,L48956,L,,,,31.1,34,No failure
1778,17/11/2014 21:17,21,A,H31191,H,298.6,308.2,1555,,,No failure
1779,18/11/2014 01:34,21,B,L48958,L,,,1325,54,,No failure
1780,06/02/2015 11:51,21,A,M16639,M,298.6,308.2,1488,,,No failure
1781,05/02/2015 11:16,21,A,L48960,L,298.5,308.2,1595,,,No failure
1782,07/02/2015 23:34,21,A,L48961,L,298.5,308.1,1662,,,No failure
1783,06/02/2015 05:03,21,B,L48962,L,,,1571,37.4,,No failure
1784,10/04/2015 09:10,21,C,H31197,H,,,,41,52,No failure
1785,08/04/2015 21:16,21,B,L48964,L,,,2886,3.8,,Power Failure
1786,12/04/2015 23:22,21,A,L48965,L,298.2,308,1538,,,No failure
1787,10/04/2015 05:52,21,C,L48966,L,,,,33,61,No failure
1788,13/04/2015 03:05,21,A,L48967,L,298.4,308.2,1364,,,No failure
1789,12/07/2015 10:36,21,B,L48968,L,,,1442,47.3,,No failure
1790,01/11/2015 16:00,21,B,L48969,L,,,1313,67.3,,Power Failure
1791,01/11/2015 17:46,21,B,L48970,L,,,1847,23.6,,No failure
1792,31/10/2015 07:37,21,C,L48971,L,,,,40.8,71,No failure
1793,04/11/2015 07:25,21,A,M16652,M,298.1,307.7,1445,,,No failure
1794,26/02/2016 10:56,21,A,L48973,L,298.1,307.8,1761,,,No failure
1795,09/06/2016 12:58,21,A,M16654,M,298.1,307.8,1514,,,No failure
1796,10/06/2016 00:06,21,C,M16655,M,,,,38.3,81,No failure
1797,30/08/2016 18:36,21,C,H31210,H,,,,37.1,84,No failure
1798,22/12/2016 21:18,21,A,M16657,M,298,307.6,1508,,,No failure
1799,24/12/2016 12:04,21,A,M16658,M,298,307.5,1431,,,No failure
1800,25/12/2016 18:03,21,A,M16659,M,298,307.5,1427,,,No failure
1801,26/12/2016 05:09,21,A,M16660,M,298,307.5,1524,,,No failure
1802,10/04/2017 19:54,21,B,M16661,M,,,1427,43.6,,No failure
1803,02/08/2017 14:49,21,C,H31216,H,,,,44.1,104,No failure
1804,05/10/2017 05:15,21,B,L48983,L,,,1388,40.3,,No failure
1805,10/10/2017 23:17,21,B,L48984,L,,,1495,48.1,,No failure
1806,05/10/2017 12:13,21,B,H31219,H,,,1376,56.2,,No failure
1807,09/02/2018 02:00,21,A,H31220,H,298,307.6,1593,,,No failure
1808,09/02/2018 08:13,21,B,L48987,L,,,1654,28.9,,No failure
1809,04/02/2018 17:48,21,B,L48988,L,,,2567,12.8,,Power Failure
1810,04/02/2018 09:31,21,B,L48989,L,,,1767,27,,No failure
1811,08/02/2018 17:49,21,C,L48990,L,,,,53.8,129,No failure
1812,13/04/2018 03:58,21,C,M16671,M,,,,31.2,131,No failure
1813,12/08/2018 13:18,21,B,L48992,L,,,1476,36.8,,No failure
1814,10/08/2018 13:39,21,B,L48993,L,,,1479,45,,No failure
1815,10/08/2018 21:10,21,A,L48994,L,298.1,307.7,1650,,,No failure
1816,26/11/2018 01:59,21,A,M16675,M,298.1,307.6,1565,,,No failure
1817,24/11/2018 20:32,21,B,L48996,L,,,1460,46.5,,No failure
1818,25/11/2018 08:49,21,C,L48997,L,,,,27.6,145,No failure
1819,26/11/2018 02:40,21,B,M16678,M,,,1435,40.9,,No failure
1820,19/02/2019 23:25,21,C,M16679,M,,,,19.2,150,No failure
1821,19/04/2019 00:39,21,B,L49000,L,,,1493,43.7,,No failure
1822,20/04/2019 22:03,21,C,L49001,L,,,,43.3,155,No failure
1823,15/08/2019 23:05,21,C,L49002,L,,,,39.4,157,No failure
1824,10/11/2019 10:04,21,C,L49003,L,,,,48.7,159,No failure
1825,08/11/2019 06:45,21,A,L49004,L,298.1,307.5,1391,,,No failure
1826,15/01/2020 04:19,21,A,M16685,M,298,307.5,1784,,,No failure
1827,10/01/2020 19:58,21,A,H31240,H,297.8,307.3,1516,,,No failure
1828,15/01/2020 20:59,21,A,M16687,M,297.9,307.3,1420,,,No failure
1829,03/05/2020 09:59,21,A,L49008,L,297.8,307.2,1351,,,No failure
1830,04/05/2020 03:33,21,C,L49009,L,,,,23,176,No failure
1831,02/05/2020 05:14,21,A,L49010,L,297.8,307.3,1859,,,No failure
1832,05/05/2020 12:34,21,A,M16691,M,297.8,307.3,1315,,,No failure
1833,07/05/2020 04:42,21,B,M16692,M,,,1330,51.7,,No failure
1834,18/07/2020 03:14,21,C,L49013,L,,,,61,186,Overstrain Failure
1835,14/07/2020 17:35,21,B,L49014,L,,,1498,38.1,,No failure
1836,17/07/2020 07:36,21,B,H31249,H,,,1555,35.8,,No failure
1837,14/07/2020 21:20,21,B,L49016,L,,,1518,35.8,,No failure
1838,02/11/2020 16:46,21,C,L49017,L,,,,43,197,No failure
1839,05/11/2020 19:27,21,C,M16698,M,,,,39.6,199,No failure
1840,27/03/2014 00:35,22,C,L49019,L,,,,30.2,0,No failure
1841,16/07/2014 18:40,22,A,M16700,M,297.7,307.2,1405,,,No failure
1842,16/07/2014 16:10,22,A,L49021,L,297.7,307.2,1668,,,No failure
1843,02/11/2014 16:15,22,B,H31256,H,,,1855,22.5,,No failure
1844,01/11/2014 23:50,22,C,L49023,L,,,,39.2,12,No failure
1845,03/11/2014 02:43,22,B,M16704,M,,,1471,44.9,,No failure
1846,06/11/2014 08:51,22,C,L49025,L,,,,40,17,No failure
1847,30/01/2015 17:55,22,C,H31260,H,,,,38.6,19,No failure
1848,31/01/2015 19:01,22,B,L49027,L,,,1412,50.7,,No failure
1849,12/05/2015 00:21,22,B,H31262,H,,,1429,44.1,,No failure
1850,22/07/2015 03:58,22,C,L49029,L,,,,32.7,31,No failure
1851,24/07/2015 09:42,22,A,M16710,M,297.7,307.2,1372,,,No failure
1852,24/07/2015 21:04,22,C,M16711,M,,,,49.2,36,No failure
1853,24/07/2015 08:59,22,B,M16712,M,,,1526,39.1,,No failure
1854,21/07/2015 06:56,22,C,L49033,L,,,,40.6,42,No failure
1855,01/11/2015 17:51,22,C,M16714,M,,,,42.6,44,No failure
1856,30/10/2015 14:38,22,B,H31269,H,,,1249,62.8,,No failure
1857,28/10/2015 06:17,22,B,M16716,M,,,1752,26.1,,No failure
1858,30/10/2015 15:51,22,A,L49037,L,297.7,307.4,1643,,,No failure
1859,10/02/2016 18:22,22,A,M16718,M,297.8,307.4,1488,,,No failure
1860,11/02/2016 05:33,22,A,L49039,L,297.8,307.4,1355,,,No failure
1861,12/02/2016 10:45,22,C,L49040,L,,,,30.3,62,No failure
1862,09/02/2016 05:20,22,C,M16721,M,,,,30.3,64,No failure
1863,21/05/2016 15:00,22,A,L49042,L,297.9,307.7,1517,,,No failure
1864,26/05/2016 08:46,22,B,M16723,M,,,1517,39.5,,No failure
1865,22/08/2016 14:37,22,A,L49044,L,297.9,307.7,1546,,,No failure
1866,12/12/2016 16:58,22,C,L49045,L,,,,34.7,74,No failure
1867,15/12/2016 06:59,22,C,M16726,M,,,,28.9,76,No failure
1868,31/03/2017 06:08,22,C,L49047,L,,,,41.8,79,No failure
1869,02/04/2017 12:58,22,B,L49048,L,,,1361,56.9,,No failure
1870,13/06/2017 16:05,22,B,M16729,M,,,1630,32.7,,No failure
1871,11/06/2017 19:21,22,C,L49050,L,,,,42.3,86,No failure
1872,28/09/2017 21:03,22,B,L49051,L,,,1840,21.5,,No failure
1873,25/09/2017 10:23,22,C,L49052,L,,,,58.4,90,No failure
1874,25/09/2017 04:03,22,A,L49053,L,298.4,308.1,1367,,,No failure
1875,12/01/2018 18:08,22,B,L49054,L,,,1598,32.7,,No failure
1876,08/01/2018 22:55,22,C,L49055,L,,,,50.1,96,No failure
1877,11/01/2018 18:34,22,B,L49056,L,,,1242,62,,No failure
1878,11/04/2018 13:19,22,B,M16737,M,,,1566,33.8,,No failure
1879,27/06/2018 00:36,22,A,M16738,M,298.1,307.7,1424,,,No failure
1880,29/06/2018 16:12,22,A,M16739,M,298.2,307.7,1608,,,No failure
1881,25/06/2018 22:35,22,B,L49060,L,,,1705,29.1,,No failure
1882,30/06/2018 16:07,22,C,L49061,L,,,,45.8,111,No failure
1883,28/06/2018 03:21,22,A,M16742,M,298,307.6,1581,,,No failure
1884,29/09/2018 06:35,22,B,M16743,M,,,1472,46.7,,No failure
1885,15/12/2018 05:34,22,B,M16744,M,,,1792,26,,No failure
1886,10/12/2018 08:13,22,C,L49065,L,,,,32.8,122,No failure
1887,12/12/2018 10:46,22,A,L49066,L,297.9,307.6,1503,,,No failure
1888,22/03/2019 08:19,22,A,M16747,M,297.9,307.5,1642,,,No failure
1889,20/03/2019 05:15,22,C,M16748,M,,,,24.3,129,No failure
1890,26/06/2019 22:22,22,A,H31303,H,297.7,307.4,1432,,,No failure
1891,22/06/2019 06:55,22,A,L49070,L,297.8,307.4,1512,,,No failure
1892,22/06/2019 01:20,22,C,L49071,L,,,,29,139,No failure
1893,23/06/2019 06:07,22,A,M16752,M,297.8,307.4,1438,,,No failure
1894,26/06/2019 12:34,22,A,L49073,L,297.8,307.5,1631,,,No failure
1895,16/10/2019 05:35,22,A,H31308,H,297.9,307.5,1880,,,No failure
1896,16/10/2019 21:52,22,A,L49075,L,297.9,307.6,1344,,,No failure
1897,20/10/2019 07:41,22,A,L49076,L,297.9,307.5,1574,,,No failure
1898,17/02/2020 00:48,22,C,L49077,L,,,,41.2,155,No failure
1899,17/02/2020 10:47,22,A,L49078,L,297.8,307.5,1372,,,No failure
